order_id,order_date,ship_date,city,channel,customer_tier,quantity,unit_price,discount_pct,commission_paid,refund_amount,revenue,returned
103218,2024/11/25,2024-12-04,Riyadh,online,silver,18,17.81,0.107,9.07,0.0,302.33,0
104326,9 May 2024,2024-05-22,JEDDAH,online,gold,20,76.34,0.139,39.56,656.99,1318.74,1
104170,02/27/2025,2025-03-09,Jeddah,store,silver,18,16.68,0.099,7.93,0.0,264.46,0
103545,02/16/2024,2024-02-26,Riyadh,store,silver,10,36.11,0.202,8.57,0.0,285.78,0
100212,2024-02-20,2024-03-02,JEDDAH,online,silver,3,44.45,0.074,3.65,0.0,121.62,0
103892,2024/08/17,2024-08-30,DAMMAM,online,gold,8,27.34,,5.08,0.0,169.34,0
101089,08/14/2024,2024-08-20,Jeddah,store,gold,28,30.18,0.374,16.11,0.0,536.99,0
100337,2025-02-15,2025-02-27,Riyadh,online,bronze,34,19.65,0.171,16.28,0.0,542.67,0
102498,2024-02-26,2024-03-07,Riyadh ,online,bronze,4,37.61,0.178,3.69,92.77,123.08,1
101207,20 Mar 2024,2024-04-01,Dammam,online,bronze,9,17.67,0.083,4.4,0.0,146.78,0
104803,2025/05/14,2025-05-28,Riyadh ,phone,bronze,2,84.1,,4.63,0.0,154.44,0
104138,03/25/2024,2024-03-28,Abha,online,bronze,35,22.2,0.384,14.48,0.0,482.8,0
100665,06/15/2024,2024-06-27,Jeddah,store,bronze,7,38.81,0.222,6.25,0.0,208.35,0
100319,2025-06-08,2025-06-22,riyadh,store,gold,7,29.97,0.206,4.92,0.0,164.16,0
104754,2024-06-28,2024-07-06,Jeddah,store,bronze,9,15.85,0.101,3.87,0.0,129.11,0
103314,2025-04-28,2025-05-09,DAMMAM,online,bronze,6,27.51,0.208,3.82,0.0,127.5,0
103642,2024/09/29,2024-10-08,Riyadh,online,bronze,34,32.83,0.245,25.77,0.0,858.87,0
103837,5 May 2025,2025-05-18,Dammam,online,gold,9,32.74,0.176,7.52,53.96,250.73,1
100206,2024/07/13,2024-07-21,Riyadh,online,bronze,33,35.17,0.356,22.21,0.0,740.4,0
104651,04/18/2025,2025-04-23,Abha,online,bronze,10,23.03,0.098,6.15,0.0,204.84,0
103832,2024-08-15,2024-08-28,Dammam,store,silver,34,44.2,0.18,36.0,0.0,1199.86,0
102747,2025/05/31,2025-06-14,Riyadh ,store,silver,40,34.64,0.164,34.5,0.0,1150.14,0
101954,2024/04/25,2024-04-29,tabuk,online,bronze,36,28.41,0.139,26.27,684.52,875.66,1
103224,17 Mar 2025,2025-03-25,dammam ,store,silver,18,15.84,0.051,7.71,0.0,257.07,0
103052,2025-05-23,2025-05-29,Riyadh,store,bronze,32,43.39,0.119,37.04,688.38,1234.59,1
101638,06/05/2024,2024-06-13,Tabuk,store,gold,24,111.06,,69.3,0.0,2309.97,0
102582,2025-03-25,2025-04-07,Abha,phone,bronze,28,63.19,,42.26,0.0,1408.55,0
103108,2024-12-14,2024-12-17,DAMMAM,store,silver,33,19.06,0.058,17.69,0.0,589.54,0
102093,11 Mar 2024,2024-03-19,Jeddah,online,silver,38,23.63,0.156,22.93,0.0,764.48,0
101886,10 Apr 2025,2025-04-23,Riyadh,online,silver,29,12.03,0.201,8.14,0.0,271.5,0
101696,2025/01/25,2025-02-01,Jeddah,online,bronze,3,32.22,0.18,2.39,0.0,79.69,0
101851,2024/12/04,2024-12-17,riyadh,online,bronze,20,36.44,0.187,17.55,0.0,585.07,0
103414,02/22/2025,2025-03-07,Riyadh,online,bronze,21,65.21,0.149,33.41,0.0,1113.69,0
103857,2025/05/23,2025-05-25,Abha,online,bronze,32,41.81,,27.89,775.02,929.8,1
102106,2024/08/09,2024-08-18,Dammam,store,silver,20,24.59,0.234,11.47,0.0,382.33,0
101593,15 Sep 2024,2024-09-21,tabuk,online,bronze,38,69.88,0.083,71.87,0.0,2395.82,0
100706,2024-12-01,2024-12-10, Jeddah,phone,gold,32,92.29,,76.18,875.19,2539.46,1
104529,06/18/2024,2024-06-24,riyadh,online,silver,8,8.85,,1.2,0.0,40.03,0
102058,2024-12-05,2024-12-13,Jeddah,online,bronze,28,34.33,0.203,23.15,0.0,771.73,0
103798,30 Jan 2025,2025-02-10,Dammam,phone,gold,17,24.04,,10.28,0.0,342.72,0
104679,2024-09-19,2024-09-28,Riyadh,online,silver,4,72.49,0.172,7.23,0.0,240.97,0
102161,2024-12-05,2024-12-17,Jeddah,store,bronze,8,84.0,,14.34,0.0,478.06,0
101756,2024/09/22,2024-10-05,Jeddah,online,bronze,39,76.57,0.099,77.26,1449.31,2575.3,1
103337,2024-03-12,2024-03-15, Jeddah,online,silver,5,26.24,0.203,3.18,104.63,106.12,1
103347,4 Oct 2024,2024-10-18,Abha,phone,bronze,22,64.55,,38.65,1015.45,1288.17,1
102840,2024/08/26,2024-09-03,Riyadh,online,silver,11,20.65,0.24,5.08,78.46,169.23,1
101018,2024-01-02,2024-01-03,abha,online,silver,28,151.97,0.13,110.96,1983.8,3698.53,1
103133,2025/06/13,2025-06-23,Riyadh,online,silver,38,41.73,0.188,38.36,101.69,1278.64,1
100393,2024/02/14,2024-02-25,JEDDAH,online,bronze,27,13.29,0.186,8.82,0.0,293.94,0
103226,12/10/2024,2024-12-19,Abha,store,silver,13,36.77,,10.35,0.0,344.87,0
100281,2024-08-30,2024-09-12,Riyadh ,online,bronze,4,129.87,0.061,15.17,0.0,505.83,0
101366,2024/10/15,2024-10-28,Jeddah,online,gold,37,27.09,,21.96,0.0,732.12,0
103501,16 May 2024,2024-05-17,Jeddah,online,silver,14,36.68,0.078,14.46,0.0,482.14,0
104021,2025/01/18,2025-01-24,Riyadh,online,silver,2,23.57,,1.05,0.0,35.14,0
102050,30 Jan 2025,2025-02-01,Riyadh ,store,silver,5,69.08,0.181,8.39,0.0,279.78,0
101928,05/04/2024,2024-05-07,DAMMAM,online,silver,16,10.1,0.124,4.25,0.0,141.57,0
103365,03/31/2024,2024-04-04,Riyadh ,phone,gold,14,78.4,,23.97,0.0,798.9,0
103956,2024-02-05,2024-02-10,Jeddah,online,bronze,14,48.76,0.078,19.87,0.0,662.31,0
100240,20 May 2025,2025-06-01,Riyadh,online,silver,28,32.19,0.2,21.67,0.0,722.32,0
100475,20 Nov 2024,2024-11-28,Riyadh ,store,bronze,11,24.93,0.137,6.87,0.0,228.91,0
103735,2025-04-10,2025-04-23,Riyadh,store,bronze,20,17.99,0.097,9.75,0.0,324.95,0
100401,17 Oct 2024,2024-10-25,Riyadh ,online,bronze,40,18.39,0.106,19.37,0.0,645.57,0
100192,2024/08/28,2024-09-07,Riyadh,phone,silver,12,20.04,,6.29,0.0,209.74,0
104724,2024-10-08,2024-10-13,Dammam,online,bronze,14,60.17,0.101,23.0,216.49,766.65,1
101673,2025/06/20,2025-06-25,dammam ,store,gold,38,90.38,0.255,77.83,2492.65,2594.37,1
100270,11 Mar 2025,2025-03-14,Riyadh,store,silver,21,40.32,0.188,20.75,360.35,691.77,1
102072,20 May 2024,2024-05-24, Jeddah,online,bronze,26,20.43,0.175,13.28,0.0,442.5,0
101346,2025/01/10,2025-01-22,Dammam,online,bronze,27,87.46,0.066,64.53,81.67,2151.11,1
103590,2024-02-24,2024-03-04,Riyadh,store,silver,34,19.57,,14.38,0.0,479.47,0
101291,01/14/2024,2024-01-17, Jeddah,online,silver,14,22.41,,6.71,0.0,223.58,0
100415,10 Oct 2024,2024-10-21,riyadh,online,gold,15,12.53,0.395,3.43,0.0,114.47,0
101752,2024/03/22,2024-03-25,Riyadh,phone,gold,40,21.84,,17.45,0.0,581.8,0
102740,2024-01-11,2024-01-25,JEDDAH,online,bronze,27,35.87,,20.0,442.33,666.81,1
104684,2025/06/14,2025-06-27,Dammam,online,bronze,35,58.51,0.275,45.06,169.57,1501.98,1
100933,2025-04-12,2025-04-17,Jeddah,online,bronze,18,32.49,0.172,14.8,430.57,493.37,1
102461,01/15/2025,2025-01-17,Abha,store,bronze,39,48.41,0.239,42.26,257.84,1408.78,1
103139,2025/01/25,2025-02-04,Dammam,store,bronze,38,57.88,0.125,57.71,253.12,1923.68,1
100109,05/18/2025,2025-05-25,Riyadh ,online,gold,40,27.1,,20.72,0.0,690.66,0
100628,2024-07-10,2024-07-16,Riyadh,store,bronze,13,35.7,0.073,12.89,0.0,429.78,0
104623,08/29/2024,2024-09-09,Dammam,store,silver,2,28.52,,1.19,0.0,39.76,0
103315,2024-09-29,2024-10-03,Riyadh ,online,gold,11,47.85,0.142,13.47,0.0,448.98,0
100523,2025/05/26,2025-05-30,Riyadh,online,silver,18,47.33,0.05,24.22,0.0,807.46,0
102190,2025-02-15,2025-02-25,TABUK ,online,silver,14,17.05,,4.11,0.0,136.87,0
100190,2 Oct 2024,2024-10-16,Riyadh,online,gold,13,91.78,0.211,28.35,0.0,945.13,0
100213,2024/10/31,2024-11-06,Riyadh,phone,silver,4,25.92,,2.81,0.0,93.56,0
101601,28 Oct 2024,2024-10-30,TABUK ,store,silver,35,60.67,0.096,55.92,0.0,1864.04,0
100208,2024/07/17,2024-07-30,Dammam,store,bronze,5,117.32,0.072,16.12,0.0,537.33,0
100303,17 Mar 2024,2024-03-18,Jeddah,store,silver,39,30.03,0.073,33.53,0.0,1117.69,0
101551,2024/03/02,2024-03-10,Riyadh,online,bronze,3,18.13,0.088,1.54,0.0,51.31,0
101419,4 Jan 2025,2025-01-13,Tabuk,phone,silver,9,210.81,,50.97,0.0,1699.14,0
103362,05/17/2024,2024-05-30, Jeddah,online,silver,5,52.18,0.075,7.25,0.0,241.62,0
102337,29 Oct 2024,2024-11-12,Abha,online,bronze,6,44.44,0.09,7.27,0.0,242.46,0
103506,6 Jan 2025,2025-01-09,Jeddah,online,bronze,34,39.05,,27.94,0.0,931.24,0
102182,2024/06/08,2024-06-22,Tabuk,online,gold,25,46.16,0.204,27.91,0.0,930.31,0
101692,06/18/2024,2024-06-29,Tabuk,phone,silver,34,52.32,,47.72,0.0,1590.52,0
100815,2024-11-23,2024-11-27,riyadh,store,bronze,18,70.18,0.103,34.16,0.0,1138.65,0
103102,18 Mar 2025,2025-03-22,Riyadh ,phone,silver,36,14.63,,14.15,0.0,471.65,0
103060,2024-09-14,2024-09-20,Riyadh,online,bronze,8,71.53,0.099,15.85,0.0,528.18,0
104224,03/30/2025,2025-04-09,riyadh,store,gold,6,105.29,,11.55,0.0,385.0,0
100642,2024/04/02,2024-04-15,Abha,online,bronze,11,86.33,,20.28,184.49,676.03,1
102189,27 Jan 2024,2024-02-02,Riyadh,online,silver,21,82.79,0.3,36.28,0.0,1209.45,0
101515,2024-09-18,2024-10-02,Tabuk,online,bronze,8,47.07,0.13,10.05,0.0,335.11,0
101926,2024-09-30,2024-10-01,riyadh,store,silver,4,40.78,0.085,4.57,0.0,152.24,0
100998,2024/10/02,2024-10-08,Riyadh,online,bronze,29,19.26,0.023,16.62,0.0,553.97,0
101218,29 Apr 2024,2024-05-06,Jeddah,online,bronze,2,23.27,,1.03,0.0,34.35,0
101660,2024-11-02,2024-11-16,riyadh,phone,bronze,3,21.75,,1.73,0.0,57.82,0
100868,28 Aug 2024,2024-08-29,abha,online,silver,40,24.92,0.128,26.68,0.0,889.36,0
100030,21 Nov 2024,2024-11-27,Dammam,phone,bronze,38,12.99,,13.8,0.0,459.84,0
103842,03/18/2025,2025-03-27,Dammam,online,bronze,2,20.39,0.033,1.23,0.0,41.0,0
104369,09/22/2024,2024-09-28,Riyadh,phone,bronze,34,39.32,,37.3,0.0,1243.32,0
103942,02/04/2025,2025-02-13,Riyadh,online,silver,7,38.75,,6.37,0.0,212.41,0
102424,06/23/2025,2025-07-05,Riyadh,store,silver,12,64.14,0.277,16.9,0.0,563.38,0
100750,19 Apr 2024,2024-04-24,Abha,store,bronze,29,51.82,0.129,39.3,0.0,1310.12,0
100438,01/14/2025,2025-01-22, Jeddah,store,silver,14,10.71,,4.23,0.0,140.88,0
100248,2024-04-06,2024-04-19,Jeddah,phone,silver,7,24.89,,5.02,0.0,167.31,0
104804,20 Feb 2024,2024-02-22,Jeddah,store,silver,11,154.79,,36.71,0.0,1223.61,0
101751,2025-04-10,2025-04-21,Dammam,online,silver,25,75.48,0.063,52.62,353.73,1754.15,1
101319,2024/02/09,2024-02-11,Dammam,online,bronze,14,22.31,0.107,8.36,159.4,278.5,1
101037,2025/06/27,2025-06-29,JEDDAH,online,silver,39,27.09,0.086,27.99,0.0,932.99,0
101141,27 Jan 2025,2025-01-29, Jeddah,online,bronze,10,63.26,0.212,14.73,0.0,491.15,0
102717,2024/04/18,2024-04-19,Jeddah,store,silver,11,104.73,0.17,27.92,0.0,930.7,0
102415,30 Jan 2024,2024-02-11,Jeddah,phone,bronze,31,54.59,,46.6,0.0,1553.22,0
104022,2025-02-09,2025-02-14,Riyadh ,phone,bronze,40,22.81,,22.49,0.0,749.72,0
100559,2025/01/11,2025-01-22, Jeddah,phone,bronze,40,35.77,,29.83,877.57,994.3,1
100715,08/16/2024,2024-08-23,Abha,online,bronze,12,24.52,0.142,7.73,0.0,257.77,0
103419,2024/01/27,2024-02-10,Riyadh,online,gold,38,122.29,0.365,88.03,1474.95,2934.2,1
101614,2025/02/14,2025-02-28,Jeddah,phone,bronze,5,19.36,,2.91,0.0,97.08,0
102218,04/25/2024,2024-04-29,Tabuk,online,silver,30,23.36,0.162,17.49,97.87,582.86,1
101365,13 Dec 2024,2024-12-19,Jeddah,phone,bronze,3,94.85,,7.74,0.0,257.94,0
101592,03/27/2024,2024-04-03,Riyadh,online,gold,17,19.51,0.185,8.18,0.0,272.57,0
104485,2024/10/08,2024-10-13,abha,online,bronze,17,29.39,0.139,12.83,0.0,427.74,0
101531,2025/02/20,2025-02-24,Riyadh,store,silver,28,30.36,0.062,24.88,0.0,829.49,0
102259,2025-02-24,2025-02-25,riyadh,store,gold,3,30.25,,2.0,0.0,66.77,0
103335,02/06/2025,2025-02-16,Jeddah,online,gold,24,11.2,,6.85,0.0,228.33,0
104069,2025/05/28,2025-06-02,Tabuk,online,gold,36,56.94,0.239,46.74,389.96,1558.15,1
102546,2025-05-21,2025-05-29,Jeddah,online,silver,36,18.89,,13.76,0.0,458.59,0
101607,2024-12-01,2024-12-10,Tabuk,online,silver,32,16.52,0.196,12.42,0.0,413.92,0
102910,2024/11/30,2024-12-05,Jeddah,phone,bronze,40,68.31,,52.21,0.0,1740.38,0
101347,2025/03/28,2025-04-10,Jeddah,store,silver,1,7.73,0.053,0.22,0.0,7.44,0
102796,5 Sep 2024,2024-09-19,Jeddah,online,silver,2,51.5,0.09,2.81,0.0,93.63,0
102614,2024-07-03,2024-07-04,Dammam,online,bronze,32,7.13,0.056,6.33,87.48,211.01,1
101666,15 Feb 2024,2024-02-24,abha,store,silver,14,58.92,0.155,20.83,0.0,694.23,0
100548,01/11/2025,2025-01-25,riyadh,online,silver,4,52.6,,4.13,0.0,137.7,0
100688,08/28/2024,2024-08-31,Tabuk,online,bronze,39,50.47,0.214,45.56,1547.25,1518.59,1
100980,2025-01-14,2025-01-26,Riyadh,online,bronze,3,29.57,0.217,2.05,0.0,68.25,0
104304,10/22/2024,2024-10-27, Jeddah,online,silver,18,56.69,0.242,22.59,0.0,753.14,0
102346,13 Apr 2025,2025-04-23,Riyadh,store,bronze,12,43.43,0.071,14.65,0.0,488.21,0
104798,4 Feb 2024,2024-02-09,JEDDAH,store,silver,11,26.16,0.2,6.76,188.38,225.21,1
101548,23 May 2025,2025-05-24,Dammam,phone,silver,4,53.25,,5.77,0.0,192.49,0
103704,16 Apr 2024,2024-04-26,Dammam,online,silver,22,27.3,0.224,14.08,0.0,469.29,0
102458,2 Mar 2025,2025-03-06,Riyadh,online,silver,28,12.26,0.096,9.71,0.0,323.76,0
101898,2024/06/06,2024-06-19,Riyadh,store,gold,39,21.14,0.187,20.43,137.42,680.92,1
100708,20 May 2025,2025-06-03,Abha,online,bronze,10,32.25,0.18,7.83,0.0,261.09,0
104519,2025-06-15,2025-06-22,dammam ,store,bronze,8,66.61,0.056,15.22,0.0,507.24,0
101170,11 Aug 2024,2024-08-17,Riyadh,online,bronze,28,65.96,0.184,44.83,0.0,1494.49,0
102061,01/13/2024,2024-01-23,TABUK ,store,bronze,40,52.58,0.014,64.55,0.0,2151.6,0
104306,2024-07-24,2024-07-27,Riyadh ,store,silver,9,29.18,,5.19,0.0,172.88,0
100193,2025/05/25,2025-05-27,Riyadh,store,gold,25,14.2,,7.97,0.0,265.56,0
103482,5 Jan 2024,2024-01-14,DAMMAM,online,bronze,21,27.5,0.142,14.81,0.0,493.64,0
101695,27 Jan 2025,2025-02-07,Dammam,store,silver,3,34.77,0.254,2.36,25.92,78.57,1
103178,2025/06/04,2025-06-10,Jeddah,online,bronze,20,44.92,0.242,20.6,272.38,686.72,1
101126,2024-05-23,2024-06-05,Jeddah,online,bronze,28,27.21,0.299,16.12,209.81,537.22,1
100148,2024/12/18,2024-12-23,Jeddah,store,gold,12,30.71,,7.44,0.0,247.88,0
102858,18 Jan 2024,2024-01-20,Jeddah,online,silver,5,30.28,0.086,4.26,0.0,142.05,0
103186,30 Apr 2024,2024-05-03,Riyadh,online,gold,14,51.94,,18.84,181.48,628.12,1
103743,2025-04-04,2025-04-18,Abha,store,bronze,31,34.63,0.113,27.37,0.0,912.25,0
101021,2024-01-03,2024-01-17,TABUK ,online,gold,35,40.02,0.174,35.19,396.88,1172.85,1
102059,2025-03-02,2025-03-16,Riyadh,online,silver,21,93.23,,43.58,0.0,1452.57,0
100577,2024-11-13,2024-11-24,Tabuk,store,bronze,25,23.58,0.04,17.26,0.0,575.2,0
104243,02/26/2025,2025-03-11, Jeddah,store,bronze,1,51.49,,1.32,0.0,44.05,0
101808,2024/07/24,2024-07-30, Jeddah,store,bronze,10,65.32,,13.81,0.0,460.39,0
104561,2025-02-28,2025-03-12,Tabuk,store,silver,1,28.82,0.216,0.69,0.0,22.98,0
103673,2024-12-21,2024-12-22,riyadh,online,silver,17,14.9,0.23,5.93,0.0,197.66,0
104534,02/19/2025,2025-02-22, Jeddah,phone,bronze,9,69.17,,16.16,0.0,538.6,0
103298,2025-04-21,2025-04-28,Jeddah,store,silver,31,29.92,0.255,20.06,0.0,668.51,0
103538,2024-04-30,2024-05-06, Jeddah,online,bronze,11,16.73,0.081,4.95,92.24,165.01,1
102386,04/30/2024,2024-05-12,Dammam,online,bronze,19,29.64,,14.8,0.0,493.28,0
102266,01/28/2025,2025-02-11,riyadh,store,bronze,38,14.94,0.072,15.81,0.0,527.06,0
104522,06/27/2024,2024-07-11,Jeddah,online,silver,21,121.36,0.122,67.49,0.0,2249.76,0
103937,12/08/2024,2024-12-13, Jeddah,online,silver,18,59.82,0.144,28.17,153.56,939.14,1
101061,2025-02-13,2025-02-14,Tabuk,phone,gold,8,217.92,,44.58,1504.24,1486.09,1
102760,2024/07/06,2024-07-14,Jeddah,online,bronze,1,19.83,,0.42,0.0,13.97,0
100147,2024-06-27,2024-07-09,Riyadh,online,gold,22,47.85,0.206,24.83,0.0,827.77,0
104809,5 Mar 2025,2025-03-16,Jeddah,online,gold,8,26.42,0.209,5.08,0.0,169.27,0
102348,2024-10-26,2024-10-31,Abha,online,bronze,35,50.99,0.215,43.15,0.0,1438.46,0
100964,06/01/2025,2025-06-09,Riyadh,online,bronze,40,62.24,0.18,60.39,0.0,2012.84,0
102318,2024-03-20,2024-04-02,DAMMAM,phone,bronze,24,19.61,,12.73,0.0,424.46,0
102064,2024-09-24,2024-10-06,Riyadh,store,silver,21,82.96,0.349,34.27,0.0,1142.29,0
100443,2024/07/22,2024-07-31,DAMMAM,online,bronze,33,118.17,0.126,100.64,0.0,3354.72,0
101653,01/12/2025,2025-01-22,riyadh,store,bronze,32,21.27,,14.76,0.0,492.13,0
103034,2024/07/01,2024-07-06,Riyadh ,online,bronze,25,83.45,,43.64,859.08,1454.73,1
101378,5 May 2025,2025-05-13,Abha,phone,silver,10,53.99,,13.5,0.0,449.96,0
103639,2024-07-19,2024-07-24,Abha,store,bronze,12,44.67,0.17,13.32,148.27,443.97,1
103327,2024/09/09,2024-09-16,Jeddah,online,gold,27,50.25,0.45,21.9,0.0,730.05,0
103826,2024/12/29,2025-01-01,Jeddah,phone,bronze,5,51.88,,6.88,0.0,229.25,0
103187,29 Dec 2024,2025-01-05,Dammam,online,bronze,10,10.15,0.131,2.73,0.0,90.96,0
103201,26 Dec 2024,2024-12-31,Dammam,online,bronze,10,24.94,0.188,5.85,0.0,195.16,0
103338,14 Jun 2025,2025-06-20,Tabuk,online,gold,19,106.89,0.149,52.37,0.0,1745.78,0
103636,2024/03/01,2024-03-07,Riyadh,phone,bronze,20,24.3,,12.77,0.0,425.71,0
101731,10 Apr 2025,2025-04-22,TABUK ,online,bronze,30,23.26,0.035,20.27,0.0,675.65,0
102371,2024-02-12,2024-02-13,Jeddah,online,bronze,8,66.47,,14.59,244.57,486.42,1
100034,2024-02-02,2024-02-03, Jeddah,online,bronze,32,41.86,0.111,34.93,781.24,1164.27,1
100758,2024-01-29,2024-02-08,TABUK ,store,bronze,3,40.07,0.041,3.39,0.0,113.13,0
102613,2024/01/08,2024-01-19,JEDDAH,online,gold,32,50.65,0.194,38.66,0.0,1288.77,0
102312,2025/05/20,2025-05-26,Riyadh,online,silver,27,50.9,0.251,31.23,914.84,1041.09,1
103583,9 Jul 2024,2024-07-20,Jeddah,online,bronze,1,21.12,0.118,0.54,0.0,17.98,0
103442,2024/11/18,2024-11-24,Riyadh,online,silver,3,45.73,,2.78,62.34,92.81,1
101082,2024-03-01,2024-03-13,Tabuk,store,bronze,33,12.19,0.066,11.21,0.0,373.83,0
101270,03/05/2025,2025-03-15,JEDDAH,phone,bronze,30,163.09,,89.18,0.0,2972.69,0
100843,2024/06/04,2024-06-10,Jeddah,phone,silver,16,23.36,,8.58,0.0,285.93,0
103964,07/02/2024,2024-07-03,Riyadh,store,silver,17,34.55,0.283,12.56,0.0,418.61,0
101571,01/10/2024,2024-01-12,Jeddah,store,silver,25,52.25,0.214,31.55,0.0,1051.67,0
101006,02/20/2024,2024-03-04,Jeddah,online,bronze,10,22.54,0.108,6.12,0.0,203.97,0
102534,2024/10/17,2024-10-28,Riyadh,store,bronze,11,28.85,0.161,8.12,0.0,270.65,0
100207,2024/06/25,2024-07-01,riyadh,online,bronze,14,23.78,0.051,9.37,0.0,312.47,0
102656,2024-05-09,2024-05-22,tabuk,phone,gold,25,11.71,,6.96,0.0,231.91,0
101196,02/08/2025,2025-02-22,Riyadh,phone,silver,3,17.52,,1.2,26.77,39.91,1
103655,24 Sep 2024,2024-10-08,riyadh,online,gold,20,99.0,0.2,47.65,237.49,1588.33,1
101871,11/11/2024,2024-11-23,Riyadh,store,bronze,4,29.12,0.031,3.47,0.0,115.78,0
103912,2024-11-07,2024-11-19, Jeddah,phone,bronze,6,42.29,,7.47,0.0,249.03,0
102993,16 Feb 2025,2025-02-18,Riyadh,store,bronze,3,53.18,0.111,4.38,0.0,146.01,0
101484,2025/01/15,2025-01-24,Riyadh,store,bronze,5,71.44,0.179,8.99,0.0,299.73,0
104200,28 Sep 2024,2024-09-30,Riyadh,online,silver,14,87.04,0.149,30.81,0.0,1026.92,0
101358,09/04/2024,2024-09-05,Jeddah,online,bronze,22,18.31,0.083,10.76,67.15,358.67,1
101508,01/26/2025,2025-01-28,Jeddah,store,bronze,9,56.66,0.067,14.78,0.0,492.63,0
103330,29 Dec 2024,2025-01-09,Riyadh ,store,bronze,22,56.6,0.155,31.95,956.29,1065.15,1
102638,09/03/2024,2024-09-09,Riyadh,online,bronze,36,23.61,0.324,17.83,0.0,594.44,0
101949,27 Sep 2024,2024-10-07,Riyadh,online,silver,34,87.86,0.152,74.2,0.0,2473.24,0
100943,2025/02/05,2025-02-15,riyadh,online,silver,18,44.95,0.154,21.26,0.0,708.63,0
101075,14 Nov 2024,2024-11-25,Abha,online,silver,23,22.29,0.241,11.46,0.0,382.15,0
103853,2025-01-19,2025-01-20,Jeddah,store,bronze,25,20.8,,10.97,0.0,365.83,0
104630,2024/09/25,2024-09-28,Riyadh,online,bronze,18,47.33,0.245,19.14,392.88,637.97,1
101443,2024/12/07,2024-12-10,Riyadh ,store,silver,29,31.78,0.075,26.13,0.0,870.99,0
104488,10/26/2024,2024-11-08,riyadh,online,bronze,3,13.39,0.147,1.02,0.0,34.13,0
101772,17 Dec 2024,2024-12-27,DAMMAM,online,silver,37,18.53,,17.97,0.0,599.11,0
101549,2024-10-04,2024-10-07,Riyadh,online,gold,29,42.36,0.168,30.45,211.43,1015.11,1
100380,2025-04-26,2025-04-30,Dammam,online,bronze,34,19.25,0.043,18.82,0.0,627.47,0
103781,15 May 2024,2024-05-20,Riyadh,online,gold,40,53.52,0.135,53.76,0.0,1792.11,0
102114,02/27/2024,2024-03-09,Dammam,online,silver,13,101.02,0.056,37.79,0.0,1259.61,0
100849,15 Oct 2024,2024-10-23,Riyadh ,phone,bronze,5,16.5,,2.34,0.0,78.16,0
104187,12/19/2024,2024-12-28,Riyadh,store,silver,21,45.39,0.17,22.85,715.62,761.78,1
102795,06/03/2025,2025-06-04,Abha,phone,bronze,26,35.67,,23.51,241.87,783.71,1
101264,2025-04-12,2025-04-21,Tabuk,store,gold,16,17.52,0.157,6.99,0.0,233.13,0
101067,06/27/2025,2025-06-29,Jeddah,store,silver,29,17.05,0.258,11.09,0.0,369.77,0
103608,2024-10-09,2024-10-12,Riyadh,online,silver,8,20.68,0.16,4.16,0.0,138.72,0
104733,2024/08/11,2024-08-18,Jeddah,phone,silver,24,59.15,,32.26,0.0,1075.3,0
103665,18 Jun 2024,2024-06-26,Riyadh,online,silver,38,33.96,,36.21,0.0,1206.93,0
100183,06/07/2024,2024-06-12,Jeddah,store,bronze,20,93.97,,33.11,499.42,1103.58,1
101175,03/25/2024,2024-03-31,Jeddah,online,bronze,26,54.47,0.111,37.4,0.0,1246.8,0
101114,2024-02-07,2024-02-11,tabuk,online,silver,10,26.26,0.185,6.13,0.0,204.3,0
104379,30 Nov 2024,2024-12-04,Tabuk,online,bronze,23,7.55,0.037,5.05,0.0,168.24,0
104566,2025/05/10,2025-05-14,Dammam,store,silver,32,52.53,,32.28,0.0,1075.92,0
102704,2024/07/26,2024-08-01,abha,online,silver,9,50.06,,9.15,0.0,305.12,0
103480,2024-11-24,2024-12-01,Jeddah,online,silver,14,49.33,0.245,15.98,0.0,532.71,0
102423,2025-01-05,2025-01-06,DAMMAM,phone,silver,34,54.26,,52.59,0.0,1752.98,0
101010,10 May 2025,2025-05-14,Jeddah,store,bronze,35,31.93,0.099,29.76,0.0,992.11,0
100550,06/05/2024,2024-06-15,Jeddah,online,bronze,34,29.42,0.137,26.25,0.0,874.84,0
101000,2024-10-09,2024-10-20,Riyadh,phone,bronze,25,29.97,,17.72,0.0,590.59,0
103872,2025-04-29,2025-05-07,Riyadh,phone,silver,34,76.07,,65.12,371.16,2170.66,1
101748,12/28/2024,2025-01-06,Jeddah,online,bronze,25,24.17,0.146,15.81,185.76,527.14,1
103009,2024/04/17,2024-04-20,riyadh,store,bronze,21,22.65,0.044,14.04,0.0,467.87,0
101204,10/14/2024,2024-10-24,Dammam,store,bronze,14,240.83,0.068,92.6,0.0,3086.54,0
104571,2024-09-10,2024-09-11,Riyadh ,online,silver,27,37.83,0.134,26.72,0.0,890.58,0
101142,2024/12/12,2024-12-19,abha,online,silver,31,50.25,0.324,30.85,0.0,1028.22,0
103741,06/07/2025,2025-06-11,Riyadh ,store,bronze,39,22.54,0.033,26.16,0.0,871.91,0
103722,2024-04-07,2024-04-11,Jeddah,online,silver,30,10.37,0.092,8.65,0.0,288.32,0
103190,2024/09/19,2024-10-03,Riyadh ,store,bronze,23,42.69,,29.28,0.0,976.1,0
